index,name_russian,year,issues,summary_preview
2442,Москва – Кассиопея,1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2446,Свой парень,1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2448,...И тогда я сказал - нет...,1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2461,Докер,1973,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Loader is a profession in which predominantly only the muscular physical strength of a person is used to perform various work operations for moving goods: loading, unloading, turning, rolling and lifting. It would be a mistake to assume that the loader does not need any qualifications, since in the "
2470,Считайте меня взрослым,1974,non_plot_driven: Non-plot driven (too short and no plot/film terms),Vocational school graduate Kostya Adonin goes to work at the plant. Former officer Anatoly Pasechnik becomes his mentor.
2477,Мой добрый человек,1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2486,Друзья мои (киноальманах),1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2491,Третий,1971,non_plot_driven: Non-plot driven (too short and no plot/film terms),"The island is located in Prichalnaya Bay in Penzhinskaya Bay, in Shelikhov Bay. The highest point is 449 meters above sea level."
2492,Озорные братья,1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
2497,Юлиана,1972,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Ulyana is a female Russian personal name of Latin origin; goes back to lat. Julianus - ""Juliev"", a possessive adjective of Julius, that is, ""belonging to Julius"", a colloquial form of the name Juliana (Iuliania)."
2499,Требуется тигр,1974,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2511,Красная капелла,1970,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“Red Chapel” (German: Rote Kapelle, or also “Red Orchestra”) is a general name assigned by the Gestapo to independent groups of the anti-Nazi Resistance movement and intelligence networks that were in contact with the USSR and operated in European countries (Germany, Belgium, France, Switzerland and"
2521,Сюда прилетают лебеди,1972,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2523,Мой друг Мелекуш,1972,weirdly_written: Encoding artifacts (HTML/URL encoding),"Cinema - My friend Melekush (1972) - My friend Melekush (1972)Meni&#328; Dostum Melegu&#351;Year 1972 Studio Turkmenfilm Release date 1974 (Moscow, USSR) Genre Comedy Actors and Anatoly Karpukhin Director Mukhamed Soyunkhanov Director Anna Paityk Screenwriter Usman Saparov Director of photography Ch"
2537,Контрабанда,1974,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Smuggling (Italian contrabando from contra “against” + bando “government decree”) or Secret transportation of goods is the illegal movement (transportation, carrying, delivery) of goods, valuables and other items across the state border, and smuggling is goods, valuables and other items transported "
2539,Капкан,1973,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A trap (Turkic kapkan) is a device for catching animals, consisting of one or more springs, arcs (claws) that capture the neck or paw of the animal and a plate that activates the trap when pressed. A fundamental feature of the design of the trap is the impossibility of pushing the arcs of the trigge"
2558,Волчья стая,1975,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"From the camp of the Belarusian partisans to the southern partisan camp, where there is a doctor, the sledding Griboed, the barely walking wounded Levchuk and the seriously wounded bedridden partisan Tikhonov, as well as the radio operator Klava, who is nine months pregnant, go on a cart. All roads "
2595,Турецкое копье,1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2614,Какая у вас улыбка,1974,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2639,"Эй вы, ковбои!",1974,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2652,Пятое наступление,1973,weirdly_written: Bot message/search result page,"8 results for ""battle of sutjeska"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Results Check each product page for other buying options."
2653,Пусть он останется с нами,1974,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Eleven-year-old Tima has many friends, but he does not have a mother, and his father is a stern, taciturn police colonel who spends all his time at work and almost does not communicate with his son. And although Tima has a caring grandmother, the boy still feels lonely. One day, Tim brings a real li"
2657,Улыбка на камне,1974,wrong_timeline: Summary mentions modern technology but film is 1974,"Smile on the Stone 1974, drama The hero of the film is a sculptor. Residents of his native village approached him with a request to create a monument to those killed in the war"
2658,Танец орла,1975,weirdly_written: Encoding artifacts (HTML/URL encoding),"Cinema - Eagle Dance (1975) - Eagle Dance (1975)Ezirni&#1187; Samy Year 1975 Studio Sverdlovsk Film Festival Release date February 9, 1975 Genre Film Story Actors and Viktor Zhivolub Director Alexander Rozin Screenwriter Gennady Chereshko Director of photography Ivan Artyukhov Director of photograph"
2668,Вероника возвращается,1973,wrong_timeline: Summary mentions modern years (2020) but film is 1973,"CloseVeronica returns / Veronica se întoarce (Romania, 1973) adventures of children in cinema - from for family viewingVK ›Movies for family viewingVideo sourceVideo textVeronica returns / Veronica se întoarce (Romania, 1973) adventures of children in cinema - from for family viewingPublication date"
2676,Незваные гости (киноальманах),1975,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2680,Вкус халвы,1975,wrong_timeline: Summary mentions modern technology but film is 1975,"The Taste of Halva"" is a Soviet fairy tale film directed by Pavel Arsenov with oriental motifs, the background story of the adventures of Khoja Nasreddin, where he appears as a teenager. Filmed in 1975 at the Yalta branch of the M. Gorky Film Studio. The film is dedicated to the memory of the creato"
2681,"Здравствуй, добрый человек",1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2689,До неба далеко,1973,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2702,Яблоко как яблоко,1975,wrong_timeline: Summary mentions modern technology but film is 1975,"Apples to Apples is a lyrical comedy film directed by Arif Babayev and screened in 1975. The film was produced in ""Azerbaijanfilm"" film studio"
2718,Это мы не проходили...,1975,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2719,Возвращение Белого Клыка,1974,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2734,Тайна яхты «Айвенго»,1975,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
2744,...И другие официальные лица,1976,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),Konstantin Pavlovich Ivanov is the head of the Soviet foreign trade association. He will have to negotiate with a foreign concern for the supply of pumps.
2747,Марина,1974,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Marina is the female analogue of the rare ancient Roman male name Marin, derived from the Latin word marīnus, which translated into Russian means “sea”. Derived from the epithet of Venus (Venus Marina), the Greek equivalent is Pelageya."
2761,Новые испанцы,1974,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2773,Вычисленное счастье,1974,weirdly_written: Excessive special characters/garbled text,Review by Marek Chuman ★★★★★ One of my movies of all time. It's been some time since I've done a rewatch of this one and it still holds up massively
2798,"Там вдали, за рекой",1975,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“There, Away, Beyond the River” is a popular Soviet song telling about the battle of a detachment of Budyonnovsky troops during the Civil War. The lyrics of the song were written by Nikolai Kool in 1924; music author Alexander Alexandrov."
2812,Чёрный караван,1975,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"The Black Caravan Read the book Download the book The novel “The Black Caravan” by the Turkmen writer Klych Kuliev is a striking example of Soviet classical prose, which takes the reader to the turbulent time of revolutionary changes in Central Asia. The events of the book take place in 1918-1919, w"
2824,Красное яблоко,1975,wrong_timeline: Summary mentions modern technology but film is 1975,"Red Apple"" (Kyrgyzstan: Kyzyl alma) is a Soviet color feature film created by film director Tolomush Okeyev in 1975 at the Kirgizfilm studio based on an early novel by Chingiz Aitmatov. The film is dedicated to the life of the modern Kyrgyz intelligentsia, it is a chronicle of several days of one sm"
2845,Дервиш и смерть,1974,weirdly_written: Bot message/search result page,"7 results for ""death and the dervish"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Results Check each product page for other buying options"
2858,Капитан Микула Малый,1974,non_plot_driven: Non-plot driven (too short and no plot/film terms),This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources.
2863,Гитлер с нашей улицы,1975,weirdly_written: Bot message/search result page,"1-16 of over 2,000 results for ""hitler movies"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Results Check each product page for other buying options"
2905,Меня это не касается,1976,wrong_timeline: Summary mentions modern technology but film is 1976,"This Doesn’t Concern Me..."" is a Soviet full-length color feature film produced at the Lenfilm studio in 1976 by director Herbert Rappaport. The film can be considered as the final part of Herbert Rappaport's trilogy about the work of the OBKhSS with Alexander Zbruev in the lead roles. However, in t"
2929,"Отпуск, который не состоялся",1976,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2931,Золотая лихорадка,1925,non_plot_driven: Non-plot driven (too short and no plot/film terms),"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall"
2970,Будёновка,1976,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Budenovka (its official names are winter headdress, winter helmet or simply helmet) is a uniform headdress for military personnel of the Workers 'and Peasants' Red Army (RKKA), a cloth helmet with a visor and folding sides that cover the ears and neck when lowered. In Soviet military-historical lite"
2974,Багдасар разводится с женой,1976,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2978,День семейного торжества,1976,wrong_timeline: Summary mentions modern technology but film is 1976,"Family Celebration Day"" is a Soviet film produced by the Sverdlovsk Film Studio in 1976. Director: Baras Khalzanov. The film premiered in July 1977. Hereditary worker Pyotr Savichev devoted his entire life to teaching and raising his three children. The children, having grown up, scattered all over "
2981,Этот настоящий мужчина,1975,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2983,Повесть о неизвестном актёре,1976,wrong_timeline: Summary mentions modern technology but film is 1976,"Pavel Pavlovich Goryaev is a middle-aged actor. For many years he has been playing leading roles in the provincial theater. The director of the play based on the play, which was written with Goryaev in mind, takes a young actor to play his role. Goryaev initially falls into despair, leaves the theat"
2987,Звезда падает вверх,1975,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
2994,Ни с кем,1975,non_plot_driven: Non-plot driven (too short and no plot/film terms),With nobody else around NYT Mini Crossword Clue Answers are listed below. Did you came up with a word that did not solve the clue.
2995,Кенгуру,1975,weirdly_written: Bot message/search result page,"6 results for ""kangaroo toy"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Results Check each product page for other buying options"
3009,Никто вместо тебя,1976,weirdly_written: Encoding artifacts (HTML/URL encoding),"Cinema - Nobody instead of you (1976) - Nobody instead of you (1976)Nimeni &#238;n locul t&#259;uYear1976StudioMoldova-filmRelease dateJune 1977 (Moscow)GenreWar film, dramaActors and crewVasily PascaruDirector Vsevolod EgorovScreenwriter Stepan Popov Screenwriter Vlad Ciurea Director of photography"
3021,Крестьянин на велосипеде,1974,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3027,Изюминка на солнце,1961,weirdly_written: Bot message/search result page,"1-16 of 85 results for ""a raisin in the sun film"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Simple, whole-fruit goodness"
3030,Дело не обошлось без злодеев,1975,non_plot_driven: Non-plot driven (too short and no plot/film terms),"^ ""Thomas Muntzer | Biography, Theology, Writings, Death, & Facts"". Louis and Philadelphia: Concordia Pub."
3041,Пока стоят горы...,1976,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3049,"Этот зелёный, красный мир",1975,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3050,Лавина,1975,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Avalanche (German Lawine, from Late Latin labina - landslide) is a significant volume of snow mass falling or sliding from steep mountain slopes at a speed of about 20-30 m/s. An avalanche is often accompanied by a side effect in the form of a pre-avalanche air wave, which produces the greatest dest"
3051,Мезозойская история,1976,wrong_timeline: Summary mentions modern technology but film is 1976,"In the center of the film story is the joint activity of scientists, engineers, management of the offshore oil industry, who find the true way of life, happiness, love in hard work, in the development of the oil industry, their interaction and struggle for oil. The creative team wants to say through"
3053,Осеннее солнце,1977,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"2 Contributors Autumn sun (Only this day) (Autumn sun (Only this day)) Lyrics [Verse 1]: Look how August falls from the apple trees This is the harvest, this is September The rain-washed shore Birds recited From a string of mourning dates This day Only this day Cries. Look how the winds gather in fl"
3062,Странная женщина,1977,wrong_timeline: Summary mentions modern technology but film is 1977,"Strange Woman"" is a Soviet two-part melodrama filmed in 1977 by director Yuli Raizman. The main role in the film was played by Irina Kupchenko. The film premiered on September 11, 1978. 33-year-old Evgenia, the main character of the film, dreams not so much of love as of open and strong feelings. By"
3083,Журавль в небе...,1977,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3085,Золотые дукаты призрака,1976,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3097,Подарок судьбы,1977,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3103,Бетховен - дни жизни,1976,weirdly_written: Bot message/search result page,"1-16 of 975 results for ""beethoven biographies"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Results Check each product page for other buying options."
3104,Прыжок с крыши,1977,non_plot_driven: Non-plot driven (too short and no plot/film terms),Kirill conducts a financial audit at a scientific institute. He is offered the table of retired employee Rostislav Lyubeshkin.
3105,Осада,1977,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A siege is an operational or tactical technique in military affairs, a long-term military operation, often in the form of a blockade of a city or fortress, with the intention of capturing a given object with a subsequent assault or forcing the garrison to capitulate (surrender) as a result of exhaus"
3134,Белая мгла,1977,wrong_timeline: Summary mentions modern technology but film is 1977,"In a Turkmen village, young people Enver and Dondi love each other, and after progressing from school they plan to go to university together. But the girl’s father forbids her to go to Ashgabat to study. He protects his daughter in every possible way in public life; in her opinion, the girl should i"
3138,Аленький цветочек,1977,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“The Scarlet Flower” is a fairy tale by the Russian writer Sergei Timofeevich Aksakov, written down by him “from the words of the housekeeper Pelageya. ” One of the many variations of the plot of ""Beauty and the Beast"", also known as ""Cupid and Psyche""."
3147,"Человек, которому везло",1978,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3149,Супруги Орловы,1978,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“The Orlov Spouses” is a story by Maxim Gorky, published in 1897 in the magazine “Russian Thought” (No. Printed with the subtitle “sketch,” about which N."
3150,Случай из жизни,1975,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“An Incident from Life” is a short story by Vladimir Nabokov, dating back to the Russian period of his work. It was written and published (under the pseudonym V."
3156,Жили-были в первом классе...,1977,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3158,Степь,1977,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),Steppe is a plain covered with grassy vegetation in the temperate and subtropical zones of the Northern and Southern Hemispheres. A characteristic feature of the steppes is the absence or very small number of trees (not counting artificial plantings and forest belts along water bodies and communicat
3160,Чёрный город,1971,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
3163,Скорпион,1977,non_plot_driven: Non-plot driven (too short and no plot/film terms),Scorpiones) are an order of arthropods from the class of arachnids (Arachnida). Exclusively terrestrial forms that are found only in hot countries.
3164,За пять секунд до катастрофы,1977,wrong_timeline: Summary mentions modern technology but film is 1977,Five Seconds Before Catastrophe” is a Soviet widescreen feature film shot by director Anatoly Ivanov from a script by Pyotr Popogrebsky at the Alexander Dovzhenko Film Studio in 1977. Physicist Thomas King learns of the possibility of global catastrophe due to an experiment to create a special polym
3171,Великолепный мечтатель,1977,weirdly_written: Highly repetitive text,CloseVideo Azhoyib Khayolparast (Uzbekfilm) 1977 | OK. RUOK›T DISTRICT video sourceVideo textVideo Azhoyib Khayolparast (Uzbekfilm) 1977 | OK.
3180,Не уходи!,1975,"wrong_timeline: Summary mentions modern years (2006, 2012, 2013, 2017, 2019, 2022) but film is 1975","1975 1 hour 35 min Country Bulgaria Genre Drama Plot Description Don't go. 1975Details Premiere January 30, 1976Cast and crewActorsComposersArtistsDirectorsOperatorsScreenwritersActorsPhilip TrifonovRanSashka BratanovaMarianaNevena KokanovaTinkaElena MirtchofskaMladata uchitelkaEmilia RadevaTzonevaG"
3184,Вершина,1976,non_plot_driven: Non-plot driven (too short and no plot/film terms),"Englishen: top, peak, summit Armenianhy: գագաթ (gagat’) Belarusianbe: varshynya zh. Buryatbua: oroy Spanishes: cima w."
3191,Бирюк,1977,non_plot_driven: Non-plot driven (definition only),“Biryuk” is a 1977 Soviet social drama based on the story of the same name from the series “Notes of a Hunter” by Ivan Turgenev. The third directorial work of Roman Balayan.
3202,Русалочий хоровод,1976,non_plot_driven: Non-plot driven (too short and no plot/film terms),"---------------- Price - - 3/- ---------------- Obtainable from D. Wilkie 383, Clapham Road London, S."
3208,Горбун,1959,non_plot_driven: Non-plot driven (too short and no plot/film terms),"Prince Philippe de Gonzague decides to get rid of his cousin Duke de Nevers, having wished for long his properties and wealth"
3253,Предварительное расследование,1978,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),Preliminary investigation is the stage of the criminal process following the stage of initiating a criminal case. Preliminary investigation bodies are obliged to find out the circumstances of the crime committed: the identity of the accused; the degree of his guilt; motive of the crime; the amount o
3265,По улицам комод водили...,1978,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3272,Любаша,1978,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Tatyana Georgievna Melentyeva (nee Sai, in her first marriage Zaluzhnaya; born August 25, 1967, Zaporozhye), better known by her stage name Lyubasha, is a Russian composer, singer and songwriter. As a child, she received primary music education (piano class), but did not want to continue her studies"
3275,Недопёсок Наполеон III-й,1978,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),“Nedopesok” is a story by Soviet writer Yuri Koval about the escape of a young arctic fox named Napoleon the Third from a fur farm. One of the most famous works of the writer.
3283,Под созвездием Близнецов,1978,wrong_timeline: Summary mentions modern technology but film is 1978,"Under the Constellation Gemini (Russian: “Under the constellation Gemini”, romanized: Pod sozvezdiyem Bliznetsov) is a 1979 Soviet science fiction film directed by Boris Ivchenko based on the short story The Guest by Igor Rosokhovatsky. In one of the research institutes, the artificial brain Sigom, "
3288,Офицерский вальс,1978,wrong_timeline: Summary mentions modern technology but film is 1978,"Films Officer's Waltz Officer's Waltz (film, 1978) 1978 drama Soviet Union USSR About the film Creators and actors Video Review Stills Publications Film in collections Watch online More From the director Similar films Awards Posters Rate the film 1 2 3 4 5 6 7 8 9 10 7. ru - Information Country Sovi"
3292,Потому что я - Айвар Лидак,1978,weirdly_written: Encoding artifacts (HTML/URL encoding),"Cinema - Because I am Aivar Lidak (1978) - Because I am Aivar Lidak (1978)T&#257;p&#275;c ka esmu Aivars L&#299;daksYear 1978 Studio Riga Film Release date July 1979 (Moscow) Genre Children's film, sports film Actors and Biruta VeldreDirectorBiruta VeldreScreenwriter Maksud IbrahimbekovScreenwriter "
3312,Будем знакомы (киноальманах),1977,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3314,Мой друг дядя Ваня,1977,non_plot_driven: Non-plot driven (too short and no plot/film terms),Please use this identifier to cite or link to this item: https://dspace. ge/handle/1234/398316 Title: My friend is Uncle Vanya.
3330,Экипаж,1979,non_plot_driven: Non-plot driven (too short and no plot/film terms),"équipage - “equipment, crew of a ship”, from équiper - “to equip (a ship)”, from others skipa - “to equip a ship and recruit a crew”, from others."
3357,Выстрел в спину,1979,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),“Shot in the back” (Ukrainian: Postril at the back) is a monument in memory of Soviet citizens who died at the hands of Ukrainian nationalists in Western Ukraine. Installed on Sovetskaya Square in Simferopol (Crimea).
3368,Ипподром,1979,non_plot_driven: Non-plot driven (too short and no plot/film terms),The prototype of modern hippodromes are the ancient Greek hippodromes. Horse exhibitions and horse show-outs are also held at hippodromes.
3380,Стрельба дуплетом,1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3385,Большая - малая война,1980,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3402,Охота на лис,1980,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Fox hunting is an activity that is a mixture of hunting and sport and involves tracking, chasing and sometimes killing a fox, usually a fox, involving foxhounds or other hound dogs and a group of unarmed people led by a so-called hound leader who follow the dogs on foot or on horseback. According to"
3411,"Прогулка, достойная мужчин",1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3414,Процесс,1979,non_plot_driven: Non-plot driven (too short and no plot/film terms),The course of a phenomenon. A set of sequential actions aimed at achieving a certain result.
3415,Спасатель,1980,wrong_timeline: Summary mentions modern technology but film is 1980,"Rescuer Vilya (Wilhelm) Tishin, who works at the OSVOD station, is going to join the army. His mother wants to celebrate this event solemnly and invites Vila to gather his friends and invite his girlfriend, whom he does not have, to the holiday. Vilya turns to a casual acquaintance Olya with a reque"
3433,Десант на Орингу,1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3434,Мой первый друг...,1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3442,На ринг вызывается...,1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3444,Умри на коне,1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3452,Завтра выйдешь?,1980,non_plot_driven: Non-plot driven (too short and no plot/film terms),Elena discovered the fatal receipt by accident; it fell out of Igor’s jacket pocket. when she was taking things to the dry cleaner.
3458,Семейный круг,1979,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“Family Circle” is a periodical printed publication published in the Russian Empire in the 19th century. The magazine was devoted to literature, arts, sciences, technology, industry, home economics, hunting, fashion and other topics in demand among readers."
3459,Прости - прощай,1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3460,Щит города,1979,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
3464,Смотрины,1979,non_plot_driven: Non-plot driven (too short and no plot/film terms),"Inspections (views, views, views, views; white reviews, reviews, reviews, reviews, reviews, stipulations, agreements; Ukrainian"
3488,"Молодость, выпуск 1-й (киноальманах)",1978,non_plot_driven: Non-plot driven (too short and no plot/film terms),Quote: Message from igle What episodes of Youth were shown. Some short stories from other issues are in the archive.
3522,"Однажды, двадцать лет спустя",1980,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3525,Цыганское счастье,1981,wrong_timeline: Summary mentions modern technology but film is 1981,"Gypsy Happiness” is a Soviet drama film filmed in 1981 by director and screenwriter Sergei Nikonenko based on the stories by Evgeny Nosov “In an Open Field Beyond a Country Road,” “Fur Coat,” “Portrait,” and “Varka.” The film tells about the fate of the gypsy Maria and her son Sasha, whom she raises"
3551,Петля Ориона,1980,non_plot_driven: Non-plot driven (too short and no plot/film terms),"At the edge of the solar system, powerful radiation arose, driving astronauts crazy. The phenomenon is called the “Orion Loop”."
3559,Расследование,1980,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Crime investigation is the activity of specially authorized state bodies to obtain information about an action or inaction that has signs of a crime, to establish the event and elements of the crime, to expose those responsible for its commission, to take measures to compensate for the damage caused"
3560,Коней на переправе не меняют,1980,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Don't change horses in the middle of a stream is an aphorism that has entered the Russian language as a proverb, currently used in political advertising as a polysemiotic and synsematic contextual way of argumentation appealing to common sense. This saying was popularized by US President Abraham Lin"
3567,Если бы я был начальником...,1980,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
